source,target,weight,correlation,col
B143,F298,0.704746229,-0.704746229,-1
B143,F301,0.732858238,-0.732858238,-1
B143,F307,0.820380798,0.820380798,1
B143,F315,0.816488501,0.816488501,1
B143,F320,0.671387477,0.671387477,1
B143,F321,0.732305037,0.732305037,1
B143,F322,0.742972109,0.742972109,1
B143,F328,0.691211368,0.691211368,1
B143,F341,0.711264802,0.711264802,1
B143,F351,0.722868703,0.722868703,1
B143,F362,0.672768667,0.672768667,1
B143,F364,0.60198744,0.60198744,1
B143,F366,0.7460709,-0.7460709,-1
B143,F374,0.895831511,0.895831511,1
B143,F382,0.828309444,0.828309444,1
B143,F388,0.730605639,0.730605639,1
B143,F399,0.678438263,0.678438263,1
B143,F402,0.618161402,0.618161402,1
B143,F408,0.720809441,0.720809441,1
B143,F410,0.642812312,-0.642812312,-1
B143,F419,0.773677548,0.773677548,1
B143,F422,0.827033685,0.827033685,1
B143,F429,0.726682039,-0.726682039,-1
B143,F443,0.754710844,-0.754710844,-1
B143,F455,0.846588375,0.846588375,1
B143,A15,0.750018007,-0.750018007,-1
B143,A24,0.868753604,-0.868753604,-1
B143,A25,0.690014076,-0.690014076,-1
B143,A38,0.793422907,0.793422907,1
B143,P1,0.627076798,0.627076798,1
B143,P2,0.695402242,0.695402242,1
B143,P3,0.693743513,-0.693743513,-1
B143,P20,0.781083586,-0.781083586,-1
B143,P25,0.747075858,-0.747075858,-1
B143,P26,0.725626804,-0.725626804,-1
B143,P31,0.807939417,0.807939417,1
B143,P32,0.631240225,0.631240225,1
B143,P41,0.811878799,-0.811878799,-1
B143,P44,0.694400644,0.694400644,1
B143,P45,0.614202674,0.614202674,1
B143,P50,0.887063761,-0.887063761,-1
B143,P51,0.651722043,-0.651722043,-1
B143,P54,0.758748918,-0.758748918,-1
B143,P56,0.746840837,-0.746840837,-1
B143,P62,0.63015261,0.63015261,1
B143,P68,0.680559862,0.680559862,1
B143,P76,0.610935638,0.610935638,1
B143,P77,0.607466057,0.607466057,1
B143,P86,0.62941141,0.62941141,1
B143,P93,0.650189457,-0.650189457,-1
B143,P96,0.782551525,0.782551525,1
B143,P98,0.639685317,0.639685317,1
B143,P99,0.621371011,0.621371011,1
B143,P104,0.652740065,0.652740065,1
B143,P106,0.701520044,0.701520044,1
B143,P112,0.71003111,-0.71003111,-1
B143,P121,0.687892039,0.687892039,1
B143,P125,0.676321185,0.676321185,1
B143,P128,0.841577315,-0.841577315,-1
B143,P130,0.83108118,0.83108118,1
B143,P131,0.654438498,-0.654438498,-1
B143,P137,0.744701999,0.744701999,1
B143,P140,0.650003063,-0.650003063,-1
B143,P145,0.748498438,-0.748498438,-1
B143,P151,0.683913375,0.683913375,1
B143,P155,0.751884884,0.751884884,1
B143,P156,0.682762606,0.682762606,1
B143,P164,0.689070042,0.689070042,1
B143,P175,0.625762896,-0.625762896,-1
B143,P179,0.769422102,-0.769422102,-1
B143,P180,0.60502964,-0.60502964,-1
B143,P191,0.715169493,-0.715169493,-1
B143,BN2,0.740661991,-0.740661991,-1
B143,BN6,0.670393394,0.670393394,1
B143,BN10,0.832987612,0.832987612,1
B143,OP10,0.76894078,0.76894078,1
B146,B152,0.769943829,0.769943829,1
B146,B155,0.682868122,0.682868122,1
B146,B158,0.765391201,0.765391201,1
B146,B163,0.806242518,0.806242518,1
B146,B171,0.757599369,-0.757599369,-1
B146,B175,0.731337585,0.731337585,1
B146,B179,0.679637049,-0.679637049,-1
B146,B181,0.759696195,0.759696195,1
B146,B184,0.763777931,0.763777931,1
B146,B196,0.79459164,0.79459164,1
B146,B201,0.828750707,0.828750707,1
B146,B203,0.825370539,0.825370539,1
B146,B206,0.763729098,-0.763729098,-1
B146,B207,0.677058481,0.677058481,1
B146,B209,0.885232235,0.885232235,1
B146,B210,0.882485198,0.882485198,1
B146,B211,0.882372841,0.882372841,1
B146,B212,0.803761647,0.803761647,1
B146,B223,0.787364698,-0.787364698,-1
B146,B225,0.850534486,0.850534486,1
B146,B228,0.855197829,0.855197829,1
B146,B233,0.866928216,0.866928216,1
B146,B235,0.897138139,0.897138139,1
B146,B236,0.769905372,0.769905372,1
B146,B241,0.894675855,-0.894675855,-1
B146,B243,0.740054149,0.740054149,1
B146,B244,0.798301023,0.798301023,1
B146,B247,0.777750688,0.777750688,1
B146,B249,0.684727134,-0.684727134,-1
B146,B254,0.797140738,-0.797140738,-1
B146,B257,0.616997581,-0.616997581,-1
B146,B261,0.811227436,0.811227436,1
B146,B265,0.825477326,0.825477326,1
B146,B268,0.708968681,0.708968681,1
B146,B273,0.63868696,-0.63868696,-1
B146,B278,0.745006805,0.745006805,1
B146,B280,0.834651809,0.834651809,1
B146,B281,0.824098676,0.824098676,1
B146,B284,0.741479297,0.741479297,1
B146,B285,0.783017129,-0.783017129,-1
B146,B291,0.771293585,-0.771293585,-1
B146,B292,0.832498175,0.832498175,1
B146,B293,0.818233946,0.818233946,1
B146,B295,0.86237125,0.86237125,1
B146,B298,0.654144612,0.654144612,1
B146,B299,0.706066999,0.706066999,1
B146,B300,0.80160564,-0.80160564,-1
B146,B301,0.776885133,-0.776885133,-1
B146,B305,0.791377536,0.791377536,1
B146,B307,0.649058506,0.649058506,1
B146,B310,0.608836704,0.608836704,1
B146,B311,0.801751558,0.801751558,1
B146,B323,0.781206797,0.781206797,1
B146,B325,0.797394854,0.797394854,1
B146,B326,0.67269822,0.67269822,1
B146,B329,0.795367609,0.795367609,1
B146,B332,0.772129053,0.772129053,1
B146,B333,0.806078614,0.806078614,1
B146,B336,0.834052675,0.834052675,1
B146,B337,0.81847506,0.81847506,1
B146,B339,0.852830622,0.852830622,1
B146,B349,0.81386359,0.81386359,1
B146,B351,0.759541432,0.759541432,1
B146,B354,0.760432133,0.760432133,1
B146,B357,0.811168251,0.811168251,1
B146,B360,0.734595748,0.734595748,1
B146,B365,0.806999081,0.806999081,1
B146,B366,0.852515871,0.852515871,1
B146,B369,0.813028398,0.813028398,1
B146,B371,0.631020517,0.631020517,1
B146,B372,0.701393421,0.701393421,1
B146,B376,0.759585321,0.759585321,1
B146,B378,0.637479032,0.637479032,1
B146,B379,0.846085316,0.846085316,1
B146,B384,0.833629317,0.833629317,1
B146,B385,0.705289571,-0.705289571,-1
B146,B388,0.643962132,0.643962132,1
B146,B392,0.803488478,0.803488478,1
B146,B393,0.78208327,0.78208327,1
B146,B394,0.840966509,0.840966509,1
B146,B399,0.779311133,0.779311133,1
B146,B400,0.751483163,0.751483163,1
B146,B411,0.77285363,0.77285363,1
B146,B418,0.797743895,0.797743895,1
B146,B422,0.793400225,0.793400225,1
B146,B423,0.873011853,0.873011853,1
B146,B429,0.837989044,0.837989044,1
B146,B441,0.774759619,0.774759619,1
B146,B452,0.792870214,0.792870214,1
B146,B453,0.64271475,0.64271475,1
B146,B454,0.679926501,-0.679926501,-1
B146,B455,0.78175744,0.78175744,1
B146,B456,0.764822194,0.764822194,1
B146,B460,0.631860765,0.631860765,1
B146,B465,0.851904636,0.851904636,1
B146,B466,0.779380084,0.779380084,1
B146,B467,0.844216993,0.844216993,1
B146,B468,0.817166252,0.817166252,1
B146,B473,0.735428588,0.735428588,1
B146,B475,0.747448036,0.747448036,1
B146,B479,0.750800538,0.750800538,1
B146,B484,0.723527024,0.723527024,1
B146,B487,0.730893644,-0.730893644,-1
B146,B493,0.813088108,0.813088108,1
B146,B496,0.701557003,0.701557003,1
B146,B510,0.722800143,0.722800143,1
B146,B517,0.756502318,-0.756502318,-1
B146,B519,0.720256985,0.720256985,1
B146,B520,0.864844247,0.864844247,1
B146,B523,0.727660197,0.727660197,1
B146,B532,0.876680928,0.876680928,1
B146,B539,0.694926679,-0.694926679,-1
B146,B541,0.81359513,0.81359513,1
B146,B543,0.784921891,0.784921891,1
B146,B546,0.607978732,0.607978732,1
B146,B549,0.73973719,0.73973719,1
B146,B552,0.865705217,0.865705217,1
B146,B553,0.808941258,0.808941258,1
B146,B554,0.859538152,-0.859538152,-1
B146,B558,0.852018473,0.852018473,1
B146,B560,0.721830338,0.721830338,1
B146,B563,0.841938535,0.841938535,1
B146,B564,0.64578401,0.64578401,1
B146,B573,0.667313957,-0.667313957,-1
B146,B575,0.810304519,0.810304519,1
B146,B581,0.751616384,0.751616384,1
B146,B587,0.863431343,0.863431343,1
B146,B588,0.711733264,-0.711733264,-1
B146,B590,0.696928214,0.696928214,1
B146,B592,0.7250261,0.7250261,1
B146,B596,0.613455823,-0.613455823,-1
B146,B598,0.66998739,0.66998739,1
B146,B600,0.71142209,0.71142209,1
B146,B601,0.793968285,0.793968285,1
B146,B602,0.712322412,0.712322412,1
B146,B603,0.822191081,0.822191081,1
B146,B606,0.711403314,-0.711403314,-1
B146,B609,0.783225398,0.783225398,1
B146,B617,0.78869908,0.78869908,1
B146,B621,0.778372193,0.778372193,1
B146,B622,0.852306532,0.852306532,1
B146,B624,0.72282345,-0.72282345,-1
B146,B629,0.701734655,0.701734655,1
B146,B632,0.700012747,-0.700012747,-1
B146,B635,0.764633727,0.764633727,1
B146,B641,0.711039815,-0.711039815,-1
B146,B642,0.622027138,0.622027138,1
B146,B643,0.871381094,-0.871381094,-1
B146,B652,0.754614229,0.754614229,1
B146,B654,0.712827717,-0.712827717,-1
B146,B656,0.783212663,0.783212663,1
B146,B661,0.821157785,0.821157785,1
B146,B662,0.813846414,0.813846414,1
B146,B663,0.678709842,0.678709842,1
B146,B667,0.767445081,0.767445081,1
B146,F6,0.688023917,0.688023917,1
B146,F9,0.674555975,-0.674555975,-1
B146,F11,0.649272089,0.649272089,1
B146,F29,0.694278297,-0.694278297,-1
B146,F36,0.81078677,0.81078677,1
B146,F41,0.846170554,0.846170554,1
B146,F56,0.786042271,0.786042271,1
B146,F68,0.825463622,0.825463622,1
B146,F71,0.669514795,0.669514795,1
B146,F72,0.841930897,0.841930897,1
B146,F84,0.701497259,0.701497259,1
B146,F87,0.766109462,-0.766109462,-1
B146,F88,0.687683195,0.687683195,1
B146,F91,0.80400516,-0.80400516,-1
B146,F94,0.602065897,-0.602065897,-1
B146,F95,0.676693795,0.676693795,1
B146,F96,0.627552039,0.627552039,1
B146,F101,0.784325178,-0.784325178,-1
B146,F103,0.656100355,-0.656100355,-1
B146,F104,0.882023897,0.882023897,1
B146,F106,0.816620948,0.816620948,1
B146,F111,0.679637049,0.679637049,1
B146,F125,0.797064007,0.797064007,1
B146,F134,0.677910117,0.677910117,1
B146,F135,0.629771716,0.629771716,1
B146,F144,0.748485445,0.748485445,1
B146,F148,0.654749573,0.654749573,1
B146,F149,0.771682308,0.771682308,1
B146,F153,0.624087646,0.624087646,1
B146,F159,0.739050113,0.739050113,1
B146,F160,0.783933828,0.783933828,1
B146,F161,0.74627622,0.74627622,1
B146,F163,0.709562163,0.709562163,1
B146,F175,0.644549572,0.644549572,1
B146,F178,0.616218034,0.616218034,1
B146,F183,0.673595258,0.673595258,1
B146,F197,0.749647889,-0.749647889,-1
B146,F208,0.604964621,0.604964621,1
B146,F218,0.61240101,-0.61240101,-1
B146,F230,0.756801424,0.756801424,1
B146,F249,0.8501964,0.8501964,1
B146,F266,0.756053248,-0.756053248,-1
B146,F268,0.685677707,-0.685677707,-1
B146,F270,0.61623752,0.61623752,1
B146,F298,0.766267713,-0.766267713,-1
B146,F307,0.686849604,0.686849604,1
B146,F315,0.836644743,0.836644743,1
B146,F320,0.805371245,0.805371245,1
B146,F321,0.733880783,0.733880783,1
B146,F322,0.788613146,0.788613146,1
B146,F328,0.749484904,0.749484904,1
B146,F334,0.691830683,0.691830683,1
B146,F348,0.646597829,-0.646597829,-1
B146,F351,0.813906814,0.813906814,1
B146,F362,0.707147726,0.707147726,1
B146,F364,0.611474124,0.611474124,1
B146,F366,0.768314737,-0.768314737,-1
B146,F374,0.799966201,0.799966201,1
B146,F382,0.739983733,0.739983733,1
B146,F388,0.846724633,0.846724633,1
B146,F395,0.724538862,0.724538862,1
B146,F399,0.774112456,0.774112456,1
B146,F402,0.604031282,0.604031282,1
B146,F408,0.66302794,0.66302794,1
B146,F410,0.70105551,-0.70105551,-1
B146,F419,0.683731454,0.683731454,1
B146,F422,0.797674293,0.797674293,1
B146,F429,0.800716636,-0.800716636,-1
B146,F443,0.828860678,-0.828860678,-1
B146,F455,0.746699828,0.746699828,1
B146,F459,0.693033897,0.693033897,1
B146,A15,0.752134822,-0.752134822,-1
B146,A24,0.782558182,-0.782558182,-1
B146,A25,0.730325582,-0.730325582,-1
B146,A38,0.687211851,0.687211851,1
B146,P1,0.770135851,0.770135851,1
B146,P3,0.766194156,-0.766194156,-1
B146,P9,0.615102117,-0.615102117,-1
B146,P20,0.829585081,-0.829585081,-1
B146,P21,0.643321439,0.643321439,1
B146,P25,0.768810316,-0.768810316,-1
B146,P26,0.729626253,-0.729626253,-1
B146,P28,0.607272683,0.607272683,1
B146,P30,0.636013484,0.636013484,1
B146,P31,0.826154223,0.826154223,1
B146,P32,0.680599885,0.680599885,1
B146,P35,0.647239512,0.647239512,1
B146,P41,0.760303957,-0.760303957,-1
B146,P44,0.812736212,0.812736212,1
B146,P45,0.775542423,0.775542423,1
B146,P50,0.773692974,-0.773692974,-1
B146,P51,0.681977231,-0.681977231,-1
B146,P54,0.735230095,-0.735230095,-1
B146,P56,0.769272061,-0.769272061,-1
B146,P62,0.674770104,0.674770104,1
B146,P65,0.699720045,0.699720045,1
B146,P68,0.763454305,0.763454305,1
B146,P76,0.773334159,0.773334159,1
B146,P77,0.803716071,0.803716071,1
B146,P86,0.700766184,0.700766184,1
B146,P93,0.698556959,-0.698556959,-1
B146,P96,0.770728498,0.770728498,1
B146,P104,0.782934843,0.782934843,1
B146,P106,0.805835314,0.805835314,1
B146,P112,0.758094155,-0.758094155,-1
B146,P121,0.784554058,0.784554058,1
B146,P125,0.851834209,0.851834209,1
B146,P126,0.822394712,0.822394712,1
B146,P128,0.783119766,-0.783119766,-1
B146,P130,0.800187551,0.800187551,1
B146,P131,0.612169175,-0.612169175,-1
B146,P137,0.847110981,0.847110981,1
B146,P145,0.790092926,-0.790092926,-1
B146,P146,0.712086392,-0.712086392,-1
B146,P148,0.627661274,0.627661274,1
B146,P151,0.694900331,0.694900331,1
B146,P155,0.72563565,0.72563565,1
B146,P156,0.86982238,0.86982238,1
B146,P160,0.628030368,-0.628030368,-1
B146,P164,0.820192991,0.820192991,1
B146,P175,0.806703248,-0.806703248,-1
B146,P179,0.746659619,-0.746659619,-1
B146,P191,0.671454823,-0.671454823,-1
B146,BN2,0.742045921,-0.742045921,-1
B146,BN5,0.604702908,-0.604702908,-1
B146,BN6,0.756242588,0.756242588,1
B146,BN10,0.850701959,0.850701959,1
B146,BN11,0.655522056,0.655522056,1
B146,OP10,0.852381354,0.852381354,1
B148,P52,0.6192843,0.6192843,1
B148,P60,0.730658104,-0.730658104,-1
B148,P76,0.645627387,0.645627387,1
B148,P77,0.747918199,0.747918199,1
B148,P93,0.616696345,-0.616696345,-1
B148,P126,0.610253494,0.610253494,1
B148,P160,0.618745557,-0.618745557,-1
B149,B152,0.768904564,-0.768904564,-1
B149,B155,0.660405639,-0.660405639,-1
B149,B158,0.616062756,-0.616062756,-1
B149,B163,0.604125544,-0.604125544,-1
B149,B175,0.622291927,-0.622291927,-1
B149,B179,0.732027881,0.732027881,1
B149,B181,0.606078933,-0.606078933,-1
B149,B184,0.720960841,-0.720960841,-1
B149,B201,0.685498036,-0.685498036,-1
B149,B205,0.805483334,0.805483334,1
B149,B206,0.711613812,0.711613812,1
B149,B210,0.637957405,-0.637957405,-1
B149,B211,0.604599191,-0.604599191,-1
B149,B212,0.62283098,-0.62283098,-1
B149,B223,0.679888639,0.679888639,1
B149,B228,0.697803318,-0.697803318,-1
B149,B235,0.613295302,-0.613295302,-1
B149,B236,0.709088611,-0.709088611,-1
B149,B241,0.648161395,0.648161395,1
B149,B242,0.621745331,-0.621745331,-1
B149,B243,0.743356884,-0.743356884,-1
B149,B244,0.681315336,-0.681315336,-1
B149,B247,0.695652174,-0.695652174,-1
B149,B254,0.693278989,0.693278989,1
B149,B257,0.821328016,0.821328016,1
B149,B261,0.69377997,-0.69377997,-1
B149,B265,0.745412106,-0.745412106,-1
B149,B273,0.680730817,0.680730817,1
B149,B278,0.734332704,-0.734332704,-1
B149,B280,0.729184013,-0.729184013,-1
B149,B281,0.69238482,-0.69238482,-1
B149,B284,0.631564939,-0.631564939,-1
B149,B285,0.669036863,0.669036863,1
B149,B291,0.699282469,0.699282469,1
B149,B293,0.661989367,-0.661989367,-1
B149,B299,0.639208695,-0.639208695,-1
B149,B300,0.765434078,0.765434078,1
B149,B301,0.740609327,0.740609327,1
B149,B323,0.717121891,-0.717121891,-1
B149,B325,0.605411637,-0.605411637,-1
B149,B326,0.628711952,-0.628711952,-1
B149,B329,0.652902185,-0.652902185,-1
B149,B336,0.658355941,-0.658355941,-1
B149,B337,0.644333398,-0.644333398,-1
B149,B339,0.708253599,-0.708253599,-1
B149,B351,0.625192103,-0.625192103,-1
B149,B354,0.605852402,-0.605852402,-1
B149,B357,0.656299891,-0.656299891,-1
B149,B366,0.63223826,-0.63223826,-1
B149,B369,0.686167681,-0.686167681,-1
B149,B372,0.658681292,-0.658681292,-1
B149,B375,0.615623296,0.615623296,1
B149,B376,0.617608592,-0.617608592,-1
B149,B378,0.711054062,-0.711054062,-1
B149,B379,0.612497114,-0.612497114,-1
B149,B384,0.613688551,-0.613688551,-1
B149,B385,0.702809438,0.702809438,1
B149,B388,0.698737691,-0.698737691,-1
B149,B392,0.644510039,-0.644510039,-1
B149,B393,0.668037056,-0.668037056,-1
B149,B418,0.653662881,-0.653662881,-1
B149,B422,0.653837958,-0.653837958,-1
B149,B423,0.650236529,-0.650236529,-1
B149,B429,0.687956767,-0.687956767,-1
B149,B441,0.830126769,-0.830126769,-1
B149,B455,0.692682182,-0.692682182,-1
B149,B456,0.666856882,-0.666856882,-1
B149,B466,0.640180776,-0.640180776,-1
B149,B468,0.769234928,-0.769234928,-1
B149,B484,0.673905006,-0.673905006,-1
B149,B487,0.810130757,0.810130757,1
B149,B493,0.66518926,-0.66518926,-1
B149,B496,0.641676058,-0.641676058,-1
B149,B517,0.664389556,0.664389556,1
B149,B519,0.689864836,-0.689864836,-1
B149,B520,0.652198454,-0.652198454,-1
B149,B523,0.630905729,-0.630905729,-1
B149,B539,0.674796167,0.674796167,1
B149,B541,0.623918238,-0.623918238,-1
B149,B543,0.718759698,-0.718759698,-1
B149,B549,0.707290485,-0.707290485,-1
B149,B552,0.668668702,-0.668668702,-1
B149,B553,0.624932064,-0.624932064,-1
B149,B554,0.737254739,0.737254739,1
B149,B558,0.640324652,-0.640324652,-1
B149,B563,0.758856566,-0.758856566,-1
B149,B564,0.66789974,-0.66789974,-1
B149,B573,0.838276625,0.838276625,1
B149,B575,0.61965826,-0.61965826,-1
B149,B581,0.625597399,-0.625597399,-1
B149,B592,0.666341793,-0.666341793,-1
B149,B596,0.748695652,0.748695652,1
B149,B598,0.725217391,-0.725217391,-1
B149,B600,0.650003022,-0.650003022,-1
B149,B602,0.735930535,-0.735930535,-1
B149,B603,0.709912834,-0.709912834,-1
B149,B606,0.668303932,0.668303932,1
B149,B609,0.677089361,-0.677089361,-1
B149,B613,0.674058904,-0.674058904,-1
B149,B621,0.675738788,-0.675738788,-1
B149,B624,0.632360121,0.632360121,1
B149,B632,0.683001852,0.683001852,1
B149,B635,0.727959642,-0.727959642,-1
B149,B641,0.604398699,0.604398699,1
B149,B642,0.613878085,-0.613878085,-1
B149,B652,0.705743516,-0.705743516,-1
B149,B656,0.789902972,-0.789902972,-1
B149,B661,0.60789015,-0.60789015,-1
B149,B663,0.641608961,-0.641608961,-1
B149,F9,0.601981946,0.601981946,1
B149,F29,0.710434783,0.710434783,1
B149,F84,0.654924999,-0.654924999,-1
B149,F87,0.661877538,0.661877538,1
B149,F120,0.715652174,0.715652174,1
B149,F139,0.696841005,0.696841005,1
B149,F149,0.674641212,-0.674641212,-1
B149,F175,0.779036075,-0.779036075,-1
B149,F195,0.73581215,0.73581215,1
B149,F208,0.657101216,-0.657101216,-1
B149,F218,0.70672845,0.70672845,1
B149,F230,0.793177702,-0.793177702,-1
B149,F233,0.676093248,0.676093248,1
B149,F266,0.675799103,0.675799103,1
B149,F267,0.652173913,0.652173913,1
B149,F268,0.670004925,0.670004925,1
B149,F298,0.667826087,0.667826087,1
B149,F301,0.741290324,0.741290324,1
B149,F307,0.633806755,-0.633806755,-1
B149,F315,0.652468761,-0.652468761,-1
B149,F322,0.61493594,-0.61493594,-1
B149,F366,0.642158066,0.642158066,1
B149,F408,0.649095377,-0.649095377,-1
B149,F410,0.68841054,0.68841054,1
B149,A15,0.636521739,0.636521739,1
B149,A24,0.67927812,0.67927812,1
B149,A38,0.617391304,-0.617391304,-1
B149,P20,0.668708783,0.668708783,1
B149,P21,0.633968101,-0.633968101,-1
B149,P26,0.659401241,0.659401241,1
B149,P31,0.604167761,-0.604167761,-1
B149,P50,0.646188897,0.646188897,1
B149,P51,0.632779108,0.632779108,1
B149,P52,0.729330128,-0.729330128,-1
B149,P68,0.703738287,-0.703738287,-1
B149,P77,0.625924374,-0.625924374,-1
B149,P93,0.772074888,0.772074888,1
B149,P96,0.678358396,-0.678358396,-1
B149,P99,0.622663907,-0.622663907,-1
B149,P104,0.621359134,-0.621359134,-1
B149,P121,0.667257715,-0.667257715,-1
B149,P137,0.647710837,-0.647710837,-1
B149,P140,0.807659971,0.807659971,1
B149,P145,0.643308324,0.643308324,1
B149,P146,0.745531724,0.745531724,1
B149,P151,0.617465748,-0.617465748,-1
B149,P156,0.684753615,-0.684753615,-1
B149,P164,0.707392074,-0.707392074,-1
B149,P179,0.771807865,0.771807865,1
B149,P180,0.668697119,0.668697119,1
B149,P191,0.602263065,0.602263065,1
B149,BN10,0.601040412,-0.601040412,-1
B152,B155,0.860944912,0.860944912,1
B152,B158,0.744815343,0.744815343,1
B152,B163,0.888307404,0.888307404,1
B152,B171,0.771166701,-0.771166701,-1
B152,B175,0.866318389,0.866318389,1
B152,B179,0.830987324,-0.830987324,-1
B152,B181,0.835132271,0.835132271,1
B152,B184,0.782364223,0.782364223,1
B152,B196,0.76161966,0.76161966,1
B152,B201,0.857712398,0.857712398,1
B152,B203,0.796338921,0.796338921,1
B152,B205,0.714604475,-0.714604475,-1
B152,B206,0.86353141,-0.86353141,-1
B152,B209,0.788773262,0.788773262,1
B152,B210,0.880946478,0.880946478,1
B152,B211,0.773117771,0.773117771,1
B152,B212,0.761123461,0.761123461,1
B152,B223,0.837700601,-0.837700601,-1
B152,B225,0.794979327,0.794979327,1
B152,B228,0.909505571,0.909505571,1
B152,B233,0.784524672,0.784524672,1
B152,B235,0.861270263,0.861270263,1
B152,B236,0.802413489,0.802413489,1
B152,B241,0.868919504,-0.868919504,-1
B152,B242,0.680158661,0.680158661,1
B152,B243,0.872734933,0.872734933,1
B152,B244,0.86467758,0.86467758,1
B152,B247,0.808001406,0.808001406,1
B152,B249,0.616885061,-0.616885061,-1
B152,B254,0.831259755,-0.831259755,-1
B152,B257,0.744813619,-0.744813619,-1
B152,B261,0.81254371,0.81254371,1
B152,B265,0.847659756,0.847659756,1
B152,B268,0.762982502,0.762982502,1
B152,B273,0.802765247,-0.802765247,-1
B152,B278,0.920066599,0.920066599,1
B152,B280,0.906717428,0.906717428,1
B152,B281,0.878464031,0.878464031,1
B152,B284,0.852642385,0.852642385,1
B152,B285,0.78404029,-0.78404029,-1
B152,B291,0.839601053,-0.839601053,-1
B152,B292,0.81985632,0.81985632,1
B152,B293,0.827689346,0.827689346,1
B152,B295,0.76401055,0.76401055,1
B152,B298,0.818459377,0.818459377,1
B152,B299,0.660113437,0.660113437,1
B152,B300,0.85970245,-0.85970245,-1
B152,B301,0.860557876,-0.860557876,-1
B152,B305,0.819292225,0.819292225,1
B152,B307,0.669513118,0.669513118,1
B152,B311,0.665817803,0.665817803,1
B152,B323,0.829322477,0.829322477,1
B152,B325,0.76374152,0.76374152,1
B152,B326,0.753846812,0.753846812,1
B152,B329,0.836542325,0.836542325,1
B152,B332,0.859037905,0.859037905,1
B152,B333,0.697595202,0.697595202,1
B152,B336,0.837362056,0.837362056,1
B152,B337,0.837404911,0.837404911,1
B152,B339,0.848067775,0.848067775,1
B152,B349,0.747523891,0.747523891,1
B152,B351,0.854065923,0.854065923,1
B152,B353,0.686110997,0.686110997,1
B152,B354,0.818365638,0.818365638,1
B152,B357,0.781323892,0.781323892,1
B152,B360,0.656325224,0.656325224,1
B152,B365,0.814133499,0.814133499,1
B152,B366,0.882956176,0.882956176,1
B152,B369,0.706771479,0.706771479,1
B152,B371,0.704724406,0.704724406,1
B152,B372,0.834536761,0.834536761,1
B152,B376,0.855200324,0.855200324,1
B152,B378,0.702013259,0.702013259,1
B152,B379,0.866024493,0.866024493,1
B152,B384,0.827729612,0.827729612,1
B152,B385,0.833706583,-0.833706583,-1
B152,B386,0.764784666,0.764784666,1
B152,B388,0.737525777,0.737525777,1
B152,B392,0.840145978,0.840145978,1
B152,B393,0.863794928,0.863794928,1
B152,B394,0.80965893,0.80965893,1
B152,B399,0.804463798,0.804463798,1
B152,B411,0.82124776,0.82124776,1
B152,B418,0.829938241,0.829938241,1
B152,B422,0.794405289,0.794405289,1
B152,B423,0.799498016,0.799498016,1
B152,B429,0.82240085,0.82240085,1
B152,B441,0.926953749,0.926953749,1
B152,B452,0.850721003,0.850721003,1
B152,B454,0.618971706,-0.618971706,-1
B152,B455,0.876652816,0.876652816,1
B152,B456,0.777235071,0.777235071,1
B152,B465,0.751611995,0.751611995,1
B152,B466,0.77741182,0.77741182,1
B152,B467,0.77426745,0.77426745,1
B152,B468,0.831213085,0.831213085,1
B152,B473,0.767579215,0.767579215,1
B152,B475,0.834390282,0.834390282,1
B152,B479,0.795894228,0.795894228,1
B152,B484,0.868797962,0.868797962,1
B152,B487,0.841576859,-0.841576859,-1
B152,B493,0.757291553,0.757291553,1
B152,B496,0.762585401,0.762585401,1
B152,B510,0.709831135,0.709831135,1
B152,B517,0.870494747,-0.870494747,-1
B152,B519,0.861510202,0.861510202,1
B152,B520,0.830555507,0.830555507,1
B152,B523,0.862998486,0.862998486,1
B152,B532,0.769370003,0.769370003,1
B152,B539,0.802195685,-0.802195685,-1
B152,B541,0.830970076,0.830970076,1
B152,B543,0.800370768,0.800370768,1
B152,B546,0.615577527,0.615577527,1
B152,B549,0.845080973,0.845080973,1
B152,B552,0.870734772,0.870734772,1
B152,B553,0.748371692,0.748371692,1
B152,B554,0.860986547,-0.860986547,-1
B152,B558,0.822018614,0.822018614,1
B152,B560,0.89327051,0.89327051,1
B152,B563,0.866226319,0.866226319,1
B152,B564,0.88100663,0.88100663,1
B152,B573,0.834850371,-0.834850371,-1
B152,B575,0.871361709,0.871361709,1
B152,B581,0.86577319,0.86577319,1
B152,B587,0.743305441,0.743305441,1
B152,B588,0.709627867,-0.709627867,-1
B152,B590,0.753079652,0.753079652,1
B152,B592,0.792767485,0.792767485,1
B152,B596,0.739581932,-0.739581932,-1
B152,B598,0.799623511,0.799623511,1
B152,B600,0.825200249,0.825200249,1
B152,B601,0.817247487,0.817247487,1
B152,B602,0.810853023,0.810853023,1
B152,B603,0.87699906,0.87699906,1
B152,B606,0.804442348,-0.804442348,-1
B152,B609,0.845232168,0.845232168,1
B152,B613,0.747128838,0.747128838,1
B152,B617,0.853834767,0.853834767,1
B152,B621,0.831549344,0.831549344,1
B152,B622,0.798407563,0.798407563,1
B152,B624,0.749565921,-0.749565921,-1
B152,B629,0.719439169,0.719439169,1
B152,B632,0.750819334,-0.750819334,-1
B152,B635,0.934443915,0.934443915,1
B152,B641,0.825548985,-0.825548985,-1
B152,B642,0.74753915,0.74753915,1
