source,target,weight,correlation,col
B242,B369,0.684743503,0.684743503,1
B242,B371,0.666737803,0.666737803,1
B242,B376,0.609786087,0.609786087,1
B242,B379,0.727730861,0.727730861,1
B242,B385,0.728142478,-0.728142478,-1
B242,B388,0.607221198,0.607221198,1
B242,B392,0.709056322,0.709056322,1
B242,B393,0.671079478,0.671079478,1
B242,B394,0.664223546,0.664223546,1
B242,B411,0.734503952,0.734503952,1
B242,B418,0.644262218,0.644262218,1
B242,B423,0.634678134,0.634678134,1
B242,B429,0.712841408,0.712841408,1
B242,B441,0.670453648,0.670453648,1
B242,B452,0.710188903,0.710188903,1
B242,B456,0.664472596,0.664472596,1
B242,B466,0.684633889,0.684633889,1
B242,B467,0.657680328,0.657680328,1
B242,B468,0.648091308,0.648091308,1
B242,B475,0.652029072,0.652029072,1
B242,B484,0.645003578,0.645003578,1
B242,B487,0.739916948,-0.739916948,-1
B242,B496,0.651514261,0.651514261,1
B242,B519,0.671074049,0.671074049,1
B242,B520,0.715219553,0.715219553,1
B242,B523,0.739031818,0.739031818,1
B242,B539,0.606583092,-0.606583092,-1
B242,B541,0.61639535,0.61639535,1
B242,B543,0.619471094,0.619471094,1
B242,B549,0.664932372,0.664932372,1
B242,B552,0.700874663,0.700874663,1
B242,B554,0.677972437,-0.677972437,-1
B242,B558,0.621642049,0.621642049,1
B242,B560,0.692621406,0.692621406,1
B242,B563,0.714751231,0.714751231,1
B242,B564,0.7670575,0.7670575,1
B242,B573,0.661140082,-0.661140082,-1
B242,B575,0.692899268,0.692899268,1
B242,B581,0.621020498,0.621020498,1
B242,B587,0.666220544,0.666220544,1
B242,B588,0.742066559,-0.742066559,-1
B242,B590,0.649428882,0.649428882,1
B242,B592,0.694606672,0.694606672,1
B242,B600,0.661276247,0.661276247,1
B242,B601,0.707678393,0.707678393,1
B242,B603,0.663186012,0.663186012,1
B242,B609,0.657715938,0.657715938,1
B242,B617,0.604554233,0.604554233,1
B242,B621,0.692932342,0.692932342,1
B242,B622,0.68336464,0.68336464,1
B242,B624,0.648179234,-0.648179234,-1
B242,B629,0.655486455,0.655486455,1
B242,B635,0.615394454,0.615394454,1
B242,B641,0.738596459,-0.738596459,-1
B242,B656,0.716030722,0.716030722,1
B242,B661,0.642164216,0.642164216,1
B242,B662,0.605886084,0.605886084,1
B242,F29,0.706157471,-0.706157471,-1
B242,F36,0.675814067,0.675814067,1
B242,F84,0.699048195,0.699048195,1
B242,F87,0.66814572,-0.66814572,-1
B242,F88,0.68639354,0.68639354,1
B242,F91,0.625603996,-0.625603996,-1
B242,F94,0.617520587,-0.617520587,-1
B242,F101,0.607808788,-0.607808788,-1
B242,F134,0.68265786,0.68265786,1
B242,F149,0.674228839,0.674228839,1
B242,F161,0.656521819,0.656521819,1
B242,F175,0.749344145,0.749344145,1
B242,F208,0.629351993,0.629351993,1
B242,F218,0.655873656,-0.655873656,-1
B242,F230,0.70264255,0.70264255,1
B242,F236,0.711556712,0.711556712,1
B242,F301,0.621920216,-0.621920216,-1
B242,F307,0.72543587,0.72543587,1
B242,F315,0.644432683,0.644432683,1
B242,F321,0.660502115,0.660502115,1
B242,F366,0.738407207,-0.738407207,-1
B242,F374,0.654895625,0.654895625,1
B242,F382,0.642930322,0.642930322,1
B242,F408,0.679890399,0.679890399,1
B242,F422,0.609173744,0.609173744,1
B242,F455,0.605284308,0.605284308,1
B242,A1,0.600344394,0.600344394,1
B242,A24,0.620518755,-0.620518755,-1
B242,A25,0.629136229,-0.629136229,-1
B242,A38,0.615845558,0.615845558,1
B242,P2,0.677612547,0.677612547,1
B242,P3,0.610456109,-0.610456109,-1
B242,P7,0.649742556,0.649742556,1
B242,P31,0.640821115,0.640821115,1
B242,P32,0.708612698,0.708612698,1
B242,P45,0.647613567,0.647613567,1
B242,P50,0.642658571,-0.642658571,-1
B242,P56,0.718179985,-0.718179985,-1
B242,P62,0.616608887,0.616608887,1
B242,P68,0.742033269,0.742033269,1
B242,P76,0.610399613,0.610399613,1
B242,P96,0.648421725,0.648421725,1
B242,P104,0.616222474,0.616222474,1
B242,P112,0.615473327,-0.615473327,-1
B242,P130,0.63821428,0.63821428,1
B242,P131,0.607094516,-0.607094516,-1
B242,P137,0.669289658,0.669289658,1
B242,P156,0.650524633,0.650524633,1
B242,P164,0.769922564,0.769922564,1
B242,P180,0.821512077,-0.821512077,-1
B242,BN2,0.602634541,-0.602634541,-1
B242,BN3,0.695897461,0.695897461,1
B242,BN10,0.663544947,0.663544947,1
B242,OP10,0.650043717,0.650043717,1
B243,B244,0.789925656,0.789925656,1
B243,B247,0.80087336,0.80087336,1
B243,B254,0.802492829,-0.802492829,-1
B243,B257,0.829226229,-0.829226229,-1
B243,B261,0.743898254,0.743898254,1
B243,B265,0.787368749,0.787368749,1
B243,B268,0.706983452,0.706983452,1
B243,B273,0.773322884,-0.773322884,-1
B243,B278,0.835434456,0.835434456,1
B243,B280,0.865844218,0.865844218,1
B243,B281,0.845290188,0.845290188,1
B243,B284,0.885151019,0.885151019,1
B243,B285,0.786525486,-0.786525486,-1
B243,B291,0.698628495,-0.698628495,-1
B243,B292,0.74027344,0.74027344,1
B243,B293,0.739893509,0.739893509,1
B243,B295,0.76198373,0.76198373,1
B243,B298,0.800780256,0.800780256,1
B243,B299,0.769843327,0.769843327,1
B243,B300,0.856761936,-0.856761936,-1
B243,B301,0.806330072,-0.806330072,-1
B243,B305,0.805967274,0.805967274,1
B243,B307,0.634833203,0.634833203,1
B243,B311,0.666514256,0.666514256,1
B243,B323,0.801054243,0.801054243,1
B243,B325,0.705448247,0.705448247,1
B243,B329,0.75449628,0.75449628,1
B243,B332,0.90173464,0.90173464,1
B243,B333,0.639025036,0.639025036,1
B243,B336,0.799981092,0.799981092,1
B243,B337,0.744060164,0.744060164,1
B243,B339,0.807005842,0.807005842,1
B243,B349,0.756428331,0.756428331,1
B243,B351,0.78297049,0.78297049,1
B243,B354,0.725608492,0.725608492,1
B243,B357,0.764318411,0.764318411,1
B243,B365,0.76123776,0.76123776,1
B243,B366,0.867251846,0.867251846,1
B243,B369,0.769677193,0.769677193,1
B243,B371,0.692029513,0.692029513,1
B243,B372,0.770574129,0.770574129,1
B243,B376,0.918146675,0.918146675,1
B243,B378,0.606633647,0.606633647,1
B243,B379,0.815727908,0.815727908,1
B243,B384,0.815658077,0.815658077,1
B243,B385,0.88675559,-0.88675559,-1
B243,B386,0.638934277,0.638934277,1
B243,B388,0.605896844,0.605896844,1
B243,B392,0.781704836,0.781704836,1
B243,B393,0.81215784,0.81215784,1
B243,B394,0.72256293,0.72256293,1
B243,B399,0.741745894,0.741745894,1
B243,B400,0.721229386,0.721229386,1
B243,B411,0.74098338,0.74098338,1
B243,B418,0.795112593,0.795112593,1
B243,B422,0.850789858,0.850789858,1
B243,B423,0.75447728,0.75447728,1
B243,B429,0.760970069,0.760970069,1
B243,B441,0.802520731,0.802520731,1
B243,B452,0.751909391,0.751909391,1
B243,B455,0.867401108,0.867401108,1
B243,B456,0.854858919,0.854858919,1
B243,B465,0.759920845,0.759920845,1
B243,B466,0.736982071,0.736982071,1
B243,B467,0.724848004,0.724848004,1
B243,B468,0.698449667,0.698449667,1
B243,B473,0.616274231,0.616274231,1
B243,B475,0.750201818,0.750201818,1
B243,B479,0.751418,0.751418,1
B243,B484,0.774215666,0.774215666,1
B243,B487,0.805443445,-0.805443445,-1
B243,B493,0.767111266,0.767111266,1
B243,B496,0.716132154,0.716132154,1
B243,B510,0.677838336,0.677838336,1
B243,B517,0.736846645,-0.736846645,-1
B243,B519,0.890454894,0.890454894,1
B243,B520,0.712321013,0.712321013,1
B243,B523,0.916149913,0.916149913,1
B243,B532,0.686276139,0.686276139,1
B243,B539,0.647078176,-0.647078176,-1
B243,B541,0.756385912,0.756385912,1
B243,B543,0.734580041,0.734580041,1
B243,B546,0.66325297,0.66325297,1
B243,B549,0.852465076,0.852465076,1
B243,B552,0.841272975,0.841272975,1
B243,B553,0.71355823,0.71355823,1
B243,B554,0.896524074,-0.896524074,-1
B243,B558,0.732394136,0.732394136,1
B243,B560,0.866058132,0.866058132,1
B243,B563,0.79076709,0.79076709,1
B243,B564,0.792984287,0.792984287,1
B243,B573,0.747924929,-0.747924929,-1
B243,B575,0.772884605,0.772884605,1
B243,B581,0.753454147,0.753454147,1
B243,B587,0.645753167,0.645753167,1
B243,B588,0.749673567,-0.749673567,-1
B243,B590,0.624402353,0.624402353,1
B243,B592,0.741501211,0.741501211,1
B243,B596,0.624402353,-0.624402353,-1
B243,B598,0.888890998,0.888890998,1
B243,B600,0.795008498,0.795008498,1
B243,B601,0.72171511,0.72171511,1
B243,B602,0.778460926,0.778460926,1
B243,B603,0.785724517,0.785724517,1
B243,B606,0.778603266,-0.778603266,-1
B243,B609,0.776118478,0.776118478,1
B243,B613,0.835099214,0.835099214,1
B243,B617,0.849921781,0.849921781,1
B243,B621,0.733112415,0.733112415,1
B243,B622,0.786124454,0.786124454,1
B243,B624,0.671456351,-0.671456351,-1
B243,B629,0.64399813,0.64399813,1
B243,B632,0.774325529,-0.774325529,-1
B243,B635,0.840595975,0.840595975,1
B243,B641,0.692123212,-0.692123212,-1
B243,B642,0.854832393,0.854832393,1
B243,B643,0.629631124,-0.629631124,-1
B243,B652,0.8355392,0.8355392,1
B243,B656,0.83926343,0.83926343,1
B243,B661,0.714727778,0.714727778,1
B243,B662,0.658961084,0.658961084,1
B243,B663,0.65057583,0.65057583,1
B243,B667,0.645369124,0.645369124,1
B243,F4,0.667991831,0.667991831,1
B243,F9,0.705940366,-0.705940366,-1
B243,F29,0.794337397,-0.794337397,-1
B243,F33,0.705353807,0.705353807,1
B243,F34,0.627271287,-0.627271287,-1
B243,F36,0.775396721,0.775396721,1
B243,F41,0.808858999,0.808858999,1
B243,F56,0.760681191,0.760681191,1
B243,F68,0.699891365,0.699891365,1
B243,F71,0.631190002,0.631190002,1
B243,F72,0.601920616,0.601920616,1
B243,F84,0.887123083,0.887123083,1
B243,F87,0.815186734,-0.815186734,-1
B243,F91,0.739672573,-0.739672573,-1
B243,F94,0.615732477,-0.615732477,-1
B243,F95,0.662580759,0.662580759,1
B243,F96,0.672142686,0.672142686,1
B243,F101,0.836785222,-0.836785222,-1
B243,F104,0.705469365,0.705469365,1
B243,F106,0.850382185,0.850382185,1
B243,F125,0.652063604,0.652063604,1
B243,F134,0.714421621,0.714421621,1
B243,F139,0.699237072,-0.699237072,-1
B243,F141,0.717475983,-0.717475983,-1
B243,F143,0.602006146,0.602006146,1
B243,F144,0.747385617,0.747385617,1
B243,F148,0.623734138,0.623734138,1
B243,F149,0.917394594,0.917394594,1
B243,F160,0.763400505,0.763400505,1
B243,F161,0.825633339,0.825633339,1
B243,F163,0.729407682,0.729407682,1
B243,F175,0.705870158,0.705870158,1
B243,F178,0.625915644,0.625915644,1
B243,F181,0.650600169,0.650600169,1
B243,F183,0.705974538,0.705974538,1
B243,F197,0.771847202,-0.771847202,-1
B243,F208,0.671543566,0.671543566,1
B243,F218,0.819550688,-0.819550688,-1
B243,F230,0.882557286,0.882557286,1
B243,F236,0.691087295,0.691087295,1
B243,F249,0.705691175,0.705691175,1
B243,F266,0.753542526,-0.753542526,-1
B243,F268,0.747382483,-0.747382483,-1
B243,F298,0.759478927,-0.759478927,-1
B243,F301,0.86381501,-0.86381501,-1
B243,F307,0.773996342,0.773996342,1
B243,F315,0.837071095,0.837071095,1
B243,F320,0.603594602,0.603594602,1
B243,F321,0.784249862,0.784249862,1
B243,F322,0.729686191,0.729686191,1
B243,F328,0.719391686,0.719391686,1
B243,F351,0.837711389,0.837711389,1
B243,F366,0.845869744,-0.845869744,-1
B243,F374,0.795303614,0.795303614,1
B243,F382,0.782370532,0.782370532,1
B243,F388,0.791484716,0.791484716,1
B243,F399,0.67262526,0.67262526,1
B243,F402,0.640780065,0.640780065,1
B243,F408,0.795346115,0.795346115,1
B243,F410,0.703204665,-0.703204665,-1
B243,F419,0.804610821,0.804610821,1
B243,F422,0.866725115,0.866725115,1
B243,F429,0.803487746,-0.803487746,-1
B243,F443,0.766514954,-0.766514954,-1
B243,F455,0.743830931,0.743830931,1
B243,A1,0.653345573,0.653345573,1
B243,A15,0.656646439,-0.656646439,-1
B243,A24,0.778820413,-0.778820413,-1
B243,A25,0.659642782,-0.659642782,-1
B243,A38,0.752071502,0.752071502,1
B243,P1,0.611814356,0.611814356,1
B243,P3,0.699390801,-0.699390801,-1
B243,P7,0.710045559,0.710045559,1
B243,P8,0.613940776,0.613940776,1
B243,P20,0.809056357,-0.809056357,-1
B243,P25,0.783784975,-0.783784975,-1
B243,P26,0.827141924,-0.827141924,-1
B243,P28,0.604794464,0.604794464,1
B243,P30,0.616779682,0.616779682,1
B243,P31,0.827652058,0.827652058,1
B243,P32,0.81677084,0.81677084,1
B243,P41,0.753604266,-0.753604266,-1
B243,P44,0.664480457,0.664480457,1
B243,P45,0.679304444,0.679304444,1
B243,P50,0.828165939,-0.828165939,-1
B243,P51,0.697882769,-0.697882769,-1
B243,P52,0.707806973,0.707806973,1
B243,P54,0.799478112,-0.799478112,-1
B243,P56,0.692845893,-0.692845893,-1
B243,P65,0.624344594,0.624344594,1
B243,P68,0.769796244,0.769796244,1
B243,P76,0.695862218,0.695862218,1
B243,P77,0.776810248,0.776810248,1
B243,P93,0.812119805,-0.812119805,-1
B243,P96,0.847469181,0.847469181,1
B243,P98,0.613998087,0.613998087,1
B243,P99,0.683009104,0.683009104,1
B243,P104,0.760524335,0.760524335,1
B243,P106,0.767236577,0.767236577,1
B243,P112,0.72677777,-0.72677777,-1
B243,P121,0.843883428,0.843883428,1
B243,P125,0.695256482,0.695256482,1
B243,P126,0.649003286,0.649003286,1
B243,P128,0.759538709,-0.759538709,-1
B243,P130,0.758564326,0.758564326,1
B243,P131,0.702754822,-0.702754822,-1
B243,P137,0.80290008,0.80290008,1
B243,P140,0.674444279,-0.674444279,-1
B243,P145,0.772955749,-0.772955749,-1
B243,P146,0.702100812,-0.702100812,-1
B243,P151,0.672907622,0.672907622,1
B243,P155,0.826145752,0.826145752,1
B243,P156,0.760057183,0.760057183,1
B243,P160,0.628323931,-0.628323931,-1
B243,P162,0.649562307,-0.649562307,-1
B243,P164,0.753902956,0.753902956,1
B243,P175,0.769594547,-0.769594547,-1
B243,P179,0.894267446,-0.894267446,-1
B243,P180,0.671027596,-0.671027596,-1
B243,P191,0.744876346,-0.744876346,-1
B243,BN6,0.683009465,0.683009465,1
B243,BN10,0.742709618,0.742709618,1
B243,OP8,0.706374762,0.706374762,1
B244,B247,0.812373266,0.812373266,1
B244,B254,0.835885859,-0.835885859,-1
B244,B257,0.716950887,-0.716950887,-1
B244,B261,0.818771008,0.818771008,1
B244,B265,0.891122761,0.891122761,1
B244,B268,0.785438394,0.785438394,1
B244,B273,0.742054815,-0.742054815,-1
B244,B278,0.92798648,0.92798648,1
B244,B280,0.879781421,0.879781421,1
B244,B281,0.908551989,0.908551989,1
B244,B284,0.828367057,0.828367057,1
B244,B285,0.808767448,-0.808767448,-1
B244,B291,0.802788171,-0.802788171,-1
B244,B292,0.815403752,0.815403752,1
B244,B293,0.961213802,0.961213802,1
B244,B295,0.705697099,0.705697099,1
B244,B298,0.732731359,0.732731359,1
B244,B299,0.672029602,0.672029602,1
B244,B300,0.858420268,-0.858420268,-1
B244,B301,0.859274418,-0.859274418,-1
B244,B305,0.864859853,0.864859853,1
B244,B307,0.730359552,0.730359552,1
B244,B311,0.695774341,0.695774341,1
B244,B323,0.841360075,0.841360075,1
B244,B325,0.90961016,0.90961016,1
B244,B326,0.743200717,0.743200717,1
B244,B329,0.888833142,0.888833142,1
B244,B332,0.873869271,0.873869271,1
B244,B333,0.734003973,0.734003973,1
B244,B336,0.850197076,0.850197076,1
B244,B337,0.803137589,0.803137589,1
B244,B339,0.851448991,0.851448991,1
B244,B349,0.755771311,0.755771311,1
B244,B351,0.905135612,0.905135612,1
B244,B353,0.678396938,0.678396938,1
B244,B354,0.836726024,0.836726024,1
B244,B357,0.824921804,0.824921804,1
B244,B360,0.719258976,0.719258976,1
B244,B365,0.913788848,0.913788848,1
B244,B366,0.76676206,0.76676206,1
B244,B369,0.760240392,0.760240392,1
B244,B371,0.706998177,0.706998177,1
B244,B372,0.813501715,0.813501715,1
B244,B376,0.849256049,0.849256049,1
B244,B378,0.707340908,0.707340908,1
B244,B379,0.845902853,0.845902853,1
B244,B384,0.93131653,0.93131653,1
B244,B385,0.824550467,-0.824550467,-1
B244,B386,0.695685647,0.695685647,1
B244,B388,0.785255128,0.785255128,1
B244,B392,0.858953979,0.858953979,1
B244,B393,0.928891558,0.928891558,1
B244,B394,0.79585941,0.79585941,1
B244,B399,0.831718765,0.831718765,1
B244,B400,0.613824297,0.613824297,1
B244,B411,0.869765193,0.869765193,1
B244,B418,0.888917438,0.888917438,1
B244,B422,0.824350126,0.824350126,1
B244,B423,0.88376207,0.88376207,1
B244,B429,0.862000769,0.862000769,1
B244,B441,0.88414607,0.88414607,1
B244,B452,0.783357852,0.783357852,1
B244,B453,0.609481424,0.609481424,1
B244,B454,0.643626186,-0.643626186,-1
B244,B455,0.906780409,0.906780409,1
B244,B456,0.839340314,0.839340314,1
B244,B465,0.79757327,0.79757327,1
B244,B466,0.740777215,0.740777215,1
B244,B467,0.806939284,0.806939284,1
B244,B468,0.833713135,0.833713135,1
B244,B473,0.868811826,0.868811826,1
B244,B475,0.853227416,0.853227416,1
B244,B479,0.735865852,0.735865852,1
B244,B484,0.924435063,0.924435063,1
B244,B487,0.80898768,-0.80898768,-1
B244,B493,0.867667662,0.867667662,1
B244,B496,0.844816559,0.844816559,1
B244,B510,0.857004328,0.857004328,1
B244,B517,0.786618085,-0.786618085,-1
B244,B519,0.830063145,0.830063145,1
B244,B520,0.854658411,0.854658411,1
B244,B523,0.854218245,0.854218245,1
B244,B532,0.836075232,0.836075232,1
B244,B539,0.777088844,-0.777088844,-1
B244,B541,0.886936696,0.886936696,1
B244,B543,0.878563928,0.878563928,1
B244,B546,0.624423319,0.624423319,1
B244,B549,0.867943969,0.867943969,1
B244,B552,0.859737049,0.859737049,1
B244,B553,0.879109921,0.879109921,1
B244,B554,0.85970245,-0.85970245,-1
B244,B558,0.922737423,0.922737423,1
B244,B560,0.865607107,0.865607107,1
B244,B563,0.912850502,0.912850502,1
B244,B564,0.854262586,0.854262586,1
B244,B573,0.83244035,-0.83244035,-1
B244,B575,0.839503131,0.839503131,1
B244,B581,0.926806777,0.926806777,1
B244,B587,0.770546267,0.770546267,1
B244,B588,0.672860968,-0.672860968,-1
B244,B590,0.718959635,0.718959635,1
B244,B592,0.745884883,0.745884883,1
B244,B596,0.757068678,-0.757068678,-1
B244,B598,0.688286503,0.688286503,1
B244,B600,0.839382256,0.839382256,1
B244,B601,0.787325292,0.787325292,1
B244,B602,0.868782888,0.868782888,1
B244,B603,0.830219686,0.830219686,1
B244,B606,0.820128266,-0.820128266,-1
B244,B609,0.896599085,0.896599085,1
B244,B613,0.721981209,0.721981209,1
B244,B617,0.816012338,0.816012338,1
B244,B621,0.796588531,0.796588531,1
B244,B622,0.832753582,0.832753582,1
B244,B624,0.764589048,-0.764589048,-1
B244,B629,0.741922992,0.741922992,1
B244,B632,0.776574683,-0.776574683,-1
B244,B635,0.865083022,0.865083022,1
B244,B641,0.772652427,-0.772652427,-1
B244,B642,0.706083297,0.706083297,1
B244,B643,0.805402099,-0.805402099,-1
B244,B652,0.71843132,0.71843132,1
B244,B654,0.656219137,-0.656219137,-1
B244,B656,0.939978621,0.939978621,1
B244,B661,0.801462044,0.801462044,1
B244,B662,0.768791967,0.768791967,1
B244,B663,0.74207879,0.74207879,1
B244,B667,0.836291641,0.836291641,1
B244,F4,0.668467904,0.668467904,1
B244,F6,0.654270035,0.654270035,1
B244,F9,0.693055353,-0.693055353,-1
B244,F29,0.75613919,-0.75613919,-1
B244,F33,0.761460794,0.761460794,1
B244,F34,0.622662721,-0.622662721,-1
B244,F36,0.770522273,0.770522273,1
B244,F41,0.77451424,0.77451424,1
B244,F56,0.800173143,0.800173143,1
B244,F68,0.804883215,0.804883215,1
B244,F71,0.646121457,0.646121457,1
B244,F72,0.749077668,0.749077668,1
B244,F78,0.610242446,-0.610242446,-1
B244,F84,0.779545896,0.779545896,1
B244,F87,0.796390544,-0.796390544,-1
B244,F88,0.658403702,0.658403702,1
B244,F90,0.712924307,0.712924307,1
B244,F91,0.803378653,-0.803378653,-1
B244,F95,0.709503683,0.709503683,1
B244,F96,0.635183925,0.635183925,1
B244,F101,0.852526639,-0.852526639,-1
B244,F103,0.743279277,-0.743279277,-1
B244,F104,0.749606079,0.749606079,1
B244,F106,0.842568499,0.842568499,1
B244,F125,0.737547306,0.737547306,1
B244,F139,0.718226259,-0.718226259,-1
B244,F141,0.607884606,-0.607884606,-1
B244,F144,0.833184354,0.833184354,1
B244,F148,0.694971856,0.694971856,1
B244,F149,0.786689691,0.786689691,1
B244,F153,0.645955862,0.645955862,1
B244,F159,0.665535821,0.665535821,1
B244,F160,0.809584799,0.809584799,1
B244,F161,0.861081151,0.861081151,1
B244,F163,0.60696805,0.60696805,1
B244,F175,0.722689795,0.722689795,1
B244,F183,0.625175187,0.625175187,1
B244,F197,0.845553956,-0.845553956,-1
B244,F208,0.648317196,0.648317196,1
B244,F218,0.641627332,-0.641627332,-1
B244,F219,0.611713529,0.611713529,1
B244,F230,0.850820908,0.850820908,1
B244,F249,0.749442414,0.749442414,1
B244,F266,0.837651583,-0.837651583,-1
B244,F268,0.742934162,-0.742934162,-1
B244,F298,0.825850854,-0.825850854,-1
B244,F301,0.75792321,-0.75792321,-1
B244,F307,0.732104099,0.732104099,1
B244,F315,0.863668985,0.863668985,1
B244,F320,0.688168407,0.688168407,1
B244,F321,0.790400046,0.790400046,1
B244,F322,0.78436794,0.78436794,1
B244,F328,0.789600789,0.789600789,1
B244,F341,0.624498282,0.624498282,1
B244,F351,0.804858773,0.804858773,1
B244,F360,0.610701687,0.610701687,1
B244,F362,0.656409618,0.656409618,1
B244,F366,0.779652674,-0.779652674,-1
B244,F374,0.774378972,0.774378972,1
B244,F382,0.684479006,0.684479006,1
B244,F388,0.78899414,0.78899414,1
B244,F395,0.632570013,0.632570013,1
B244,F399,0.788084531,0.788084531,1
B244,F402,0.723114467,0.723114467,1
B244,F408,0.850480744,0.850480744,1
B244,F410,0.792096724,-0.792096724,-1
B244,F419,0.701050416,0.701050416,1
B244,F422,0.779258061,0.779258061,1
B244,F429,0.779841156,-0.779841156,-1
B244,F443,0.796394396,-0.796394396,-1
B244,F455,0.741992772,0.741992772,1
B244,F459,0.672777768,0.672777768,1
B244,A15,0.837934209,-0.837934209,-1
B244,A24,0.83997581,-0.83997581,-1
B244,A25,0.780275556,-0.780275556,-1
B244,A38,0.701299347,0.701299347,1
B244,P1,0.734150722,0.734150722,1
B244,P3,0.870520823,-0.870520823,-1
B244,P7,0.687533798,0.687533798,1
B244,P8,0.675566918,0.675566918,1
B244,P9,0.66193056,-0.66193056,-1
B244,P20,0.829568111,-0.829568111,-1
B244,P21,0.80628974,0.80628974,1
B244,P25,0.752283641,-0.752283641,-1
B244,P26,0.795278106,-0.795278106,-1
B244,P31,0.789369101,0.789369101,1
B244,P32,0.706449607,0.706449607,1
B244,P35,0.696187201,0.696187201,1
B244,P41,0.769069576,-0.769069576,-1
B244,P44,0.737653084,0.737653084,1
B244,P45,0.750097512,0.750097512,1
B244,P50,0.812282042,-0.812282042,-1
B244,P51,0.620840148,-0.620840148,-1
B244,P52,0.668419235,0.668419235,1
B244,P54,0.801567983,-0.801567983,-1
B244,P56,0.894814144,-0.894814144,-1
B244,P60,0.625224096,-0.625224096,-1
B244,P62,0.794939786,0.794939786,1
B244,P65,0.722851641,0.722851641,1
B244,P68,0.825594019,0.825594019,1
B244,P76,0.854200265,0.854200265,1
B244,P77,0.809472076,0.809472076,1
B244,P86,0.729501256,0.729501256,1
B244,P93,0.808077236,-0.808077236,-1
B244,P96,0.875093148,0.875093148,1
B244,P98,0.71777864,0.71777864,1
B244,P99,0.729433994,0.729433994,1
B244,P104,0.82661057,0.82661057,1
B244,P106,0.77409649,0.77409649,1
B244,P107,0.62847111,-0.62847111,-1
B244,P112,0.797963255,-0.797963255,-1
B244,P121,0.863641511,0.863641511,1
B244,P125,0.846918594,0.846918594,1
B244,P126,0.710115792,0.710115792,1
B244,P128,0.786395867,-0.786395867,-1
B244,P130,0.706428552,0.706428552,1
B244,P137,0.752733691,0.752733691,1
B244,P140,0.660447381,-0.660447381,-1
B244,P145,0.74253966,-0.74253966,-1
B244,P146,0.66416772,-0.66416772,-1
B244,P151,0.758753615,0.758753615,1
B244,P155,0.757068678,0.757068678,1
B244,P156,0.844796999,0.844796999,1
B244,P160,0.713847446,-0.713847446,-1
B244,P164,0.912996242,0.912996242,1
B244,P175,0.655197555,-0.655197555,-1
B244,P179,0.772444433,-0.772444433,-1
B244,P191,0.71632959,-0.71632959,-1
B244,BN2,0.670924473,-0.670924473,-1
B244,BN6,0.706464795,0.706464795,1
B244,BN10,0.762984001,0.762984001,1
B244,OP8,0.790330729,0.790330729,1
B244,OP10,0.714120327,0.714120327,1
B247,B254,0.817666776,-0.817666776,-1
B247,B257,0.723395423,-0.723395423,-1
B247,B261,0.926924838,0.926924838,1
B247,B265,0.888549523,0.888549523,1
B247,B268,0.725751781,0.725751781,1
B247,B273,0.702914377,-0.702914377,-1
B247,B278,0.856950253,0.856950253,1
B247,B280,0.782164878,0.782164878,1
B247,B281,0.73108377,0.73108377,1
B247,B284,0.760688786,0.760688786,1
B247,B285,0.845614141,-0.845614141,-1
B247,B291,0.841922177,-0.841922177,-1
B247,B292,0.751678474,0.751678474,1
B247,B293,0.804342667,0.804342667,1
B247,B294,0.643212308,0.643212308,1
B247,B295,0.809392953,0.809392953,1
B247,B298,0.688776922,0.688776922,1
B247,B299,0.704470562,0.704470562,1
B247,B300,0.810979032,-0.810979032,-1
B247,B301,0.84248963,-0.84248963,-1
B247,B305,0.817717713,0.817717713,1
B247,B323,0.925755589,0.925755589,1
B247,B325,0.672782848,0.672782848,1
B247,B326,0.679815309,0.679815309,1
B247,B329,0.792524852,0.792524852,1
B247,B332,0.709798133,0.709798133,1
B247,B333,0.684493455,0.684493455,1
B247,B336,0.743560112,0.743560112,1
B247,B337,0.834022366,0.834022366,1
B247,B339,0.883029358,0.883029358,1
B247,B349,0.836457133,0.836457133,1
B247,B351,0.755775861,0.755775861,1
B247,B354,0.890460056,0.890460056,1
B247,B357,0.94478823,0.94478823,1
B247,B365,0.738197537,0.738197537,1
B247,B366,0.789831573,0.789831573,1
B247,B369,0.806812548,0.806812548,1
B247,B372,0.746244083,0.746244083,1
B247,B376,0.761746382,0.761746382,1
B247,B378,0.608754026,0.608754026,1
B247,B379,0.693350347,0.693350347,1
B247,B384,0.752875645,0.752875645,1
B247,B385,0.812541767,-0.812541767,-1
B247,B388,0.724841301,0.724841301,1
B247,B392,0.815708018,0.815708018,1
B247,B393,0.755961153,0.755961153,1
B247,B394,0.799743092,0.799743092,1
B247,B399,0.850104037,0.850104037,1
B247,B411,0.770319095,0.770319095,1
B247,B418,0.853964503,0.853964503,1
B247,B422,0.900833677,0.900833677,1
B247,B423,0.864761285,0.864761285,1
B247,B428,0.604943289,-0.604943289,-1
B247,B429,0.886018788,0.886018788,1
B247,B441,0.848013478,0.848013478,1
B247,B452,0.755062928,0.755062928,1
B247,B454,0.621274877,-0.621274877,-1
B247,B455,0.791766048,0.791766048,1
B247,B456,0.822276102,0.822276102,1
B247,B465,0.828521818,0.828521818,1
B247,B466,0.828828863,0.828828863,1
B247,B467,0.771284869,0.771284869,1
B247,B468,0.767368985,0.767368985,1
B247,B473,0.682630099,0.682630099,1
