"","BF1","BF2","BF3","BF4","BF5","BF6","BF7","BF8","BF9","BF10","BF11","FF1","FF2","FF3","FF4","FF5","FF6","OP1","OP2","OP3","OP4","OP5","OP6","OP7","OP8","OP9","OP10","HN1","HN2","HN3","HN4","HN5","HN6","HN7","HN8","HN9","HN10","HN11","HN12","HN13"
"OP4",0.33827984351054,0.414750944005351,0.683288954948474,0.978066011422913,0.749558052467047,0.308849387082903,0.490683003968952,0.98235905989162,0.53756088223732,0.925292478907874,0.511654098085076,0.707927241461619,0.749131506976944,0.808864973954292,0.924306021239847,0.253212369161816,0.463828190547282,0.906680244702752,0.388684482385325,0.683288954948474,NA,0.708654770830709,0.469377770966427,0.937638418600707,0.343188582160907,0.94653505490977,0.694066629020012,0.869110493861729,0.964972781580715,0.69968457921021,0.964972781580715,0.562374574634153,0.620670645757324,0.581774782533321,0.903845769460444,0.911940193656303,0.206162558103832,0.139269858251112,0.906557810020177,0.0775759763633621
"OP5",0.235211620153335,0.623610043128991,0.203497765946233,0.572822428785186,0.737905308700649,0.291465727393422,0.0449670347941824,0.414855416253414,0.292768947732208,0.217621294150683,0.789762160413227,0.33028895903307,0.346832343228958,0.351261058349736,0.437510513775273,0.610681039240435,0.543936956332463,0.000929520125467764,0.661008408217414,0.642213871036288,0.708654770830709,NA,0.516479059165466,0.890852173346957,0.654484358802738,0.85990821672917,0.459052888368938,0.614382472321589,0.219432106607624,0.587010334690868,0.0573803025020019,0.154989949939987,0.466261476896589,0.44106436188898,0.193279539226308,0.462923115799107,0.517510745291775,0.356691866132106,0.360348194483834,0.561611794344848
"OP6",0.0580535496581409,0.0240031912007137,0.0184527180284455,0.0425901828134518,0.005124081698753,0.0591963616643501,0.342259528940025,0.0397412805491411,0.114389357710045,0.011603191095138,0.541985292531403,0.27556745095678,0.274671409685401,0.0708943175492232,0.0884164306343136,0.0328184415966937,0.0122857447533631,0.309020482665714,0.199335494617809,0.0446092964633631,0.469377770966427,0.516479059165466,NA,0.136643631906577,0.011603191095138,0.140125985547373,0.0494774473452528,0.00344645026182744,0.0512655897864915,0.1908358740045,0.0358059970520292,0.0387903903522382,0.0570004533500388,0.00348836716603995,0.100602631832255,0.00949191807771488,0.0609196253413622,0.277012434382463,0.133217821330664,0.643300403799169
"OP7",0.000738929677497335,0.0551083692422656,0.12327701826213,0.0266254740605585,0.0693117958616023,0.117672386294878,0.136643631906577,0.404725822688667,0.27081548841128,0.0266794684479263,0.185994576638912,0.0936965143933497,0.0249890264391897,0.221946782062446,0.192771207648708,0.0618530900971037,0.104090403171538,0.654393092571192,0.0371059472208219,0.626924801946276,0.937638418600707,0.890852173346957,0.136643631906577,NA,0.0266794684479263,0.0393126763920466,0.00244388724460221,0.0104888226079631,0.00519858416836483,0.808864973954292,0.0629477089491481,0.105755546210456,0.0769941045634814,0.14933845689743,0.0198991350471891,0.284185005194231,0.677870219138544,0.592755507178486,0.0870015607083219,0.943939165913389
"OP8",0.00162776850541713,0.00168271074538762,0.00373581946725876,0.00629272775947443,3.12688955750318e-05,0.000787557730744126,0.280090994826263,0.16459336867259,0.0113962685952669,0.00209770795109421,0.0619529460169448,0.0469935875256149,0.177593845514809,0.159765804068651,0.0310886694513934,1.65110036025595e-05,0.000979857092564096,0.577165839939783,0.00168271074538762,0.0524638754069335,0.343188582160907,0.654484358802738,0.011603191095138,0.0266794684479263,NA,0.00330934172632436,0.0223308459711136,0.000397509429174381,0.00643281273896679,0.378205418447582,0.0184481139041726,0.000326983014522053,0.0066543500138776,8.80236139531032e-05,0.126280773844256,0.0165022038392264,0.25988234341976,0.702220077736078,0.0714301855037021,0.48180317589541
"OP9",0.033951975604811,0.0371059472208219,0.00666123191063095,0.00215845775866863,0.015005825301196,0.0167481663496947,0.930002325688059,0.459122877598304,0.0205168348107736,0.00443970665690152,0.00382088492483734,0.0609196253413622,0.658365359054973,0.469377770966427,0.0225290395078055,0.00652390545222814,0.0411161809449712,0.823579533628668,0.00626974786455636,0.277012434382463,0.94653505490977,0.85990821672917,0.140125985547373,0.0393126763920466,0.00330934172632436,NA,0.0218798709163663,0.015005825301196,0.00399243348466261,0.611136331652682,0.231425447625307,0.0101856773393396,0.0133137312248117,0.035586426028831,0.246088522883556,0.0648517513814555,0.379875157684531,0.333128672057416,0.201637461105738,0.230737496405582
"OP10",0.00159927414096828,0.00198009045878722,0.00509129248534945,0.00497178565758727,0.0109573791660211,0.0135240609301794,0.0207833797307009,0.0128178018799656,0.11730678208625,0.000201565188467256,0.00945255124379751,0.00668381255219375,0.0730192914825094,0.045780489177083,0.237686782809598,0.0398473814579661,0.0119986338471003,0.126650259670195,0.0422829482453735,0.155788242324284,0.694066629020012,0.459052888368938,0.0494774473452528,0.00244388724460221,0.0223308459711136,0.0218798709163663,NA,0.00509129248534945,0.00198009045878722,0.980811172715622,0.00380346095209783,0.0050411809194788,0.042837521051331,0.0106908120013989,0.0137298218917847,0.129260894575903,0.0888061972207268,0.622136853236837,0.0676366586254316,0.897812643642101
"HN1",0.00602781559390309,0.00161476898606994,0.00450843548429436,0.000615568644065423,0.000331668339126789,0.00762017432721263,0.378568669662303,0.187417731783863,0.00807443795290608,0.00140668142760703,0.149915032309139,0.0102451939411279,0.24928250596238,0.0625114832796152,0.0589373717738213,0.00221510532230029,0.0152955854951271,0.378205418447582,0.00161476898606994,0.0708943175492232,0.869110493861729,0.614382472321589,0.00344645026182744,0.0104888226079631,0.000397509429174381,0.015005825301196,0.00509129248534945,NA,0.000521133700480902,0.527302354166108,0.0102451939411279,0.00643281273896679,0.00259582734930142,0.00133200475422424,0.080019375920275,0.00949191807771488,0.162220597532774,0.930002325688059,0.00427167018054275,0.601830069822623
"HN2",0.000497797379436005,0.00920177977763492,0.00735502885780503,0.000354759007349159,0.0283196712957601,0.00188209431876141,0.26523878689279,0.33868990778029,0.00100494678387464,0.000237308308238982,0.0480124920180502,0.00258621483336263,0.301482697461456,0.182563978573167,0.0305040108697829,0.0095911016616097,0.0275846410585139,0.113004029460415,0.0283196712957601,0.296904115688764,0.964972781580715,0.219432106607624,0.0512655897864915,0.00519858416836483,0.00643281273896679,0.00399243348466261,0.00198009045878722,0.000521133700480902,NA,0.965590268918779,0.0153173290532818,0.00643281273896679,0.00841326423190103,0.0234290508806532,0.011374198642691,0.0247358579036252,0.642858284489291,0.534557886000188,0.00749896809957273,0.58553230189491
"HN3",0.871178309361983,0.571701238527655,0.226206044935027,0.422481142333308,0.235621003512646,0.588558895607686,0.680597508286082,0.539026720193219,0.688103943860458,0.553468309320206,0.788011888658888,0.762121655996299,0.761715327826085,0.416774768899138,0.217296490218251,0.348016950206137,0.663487857577955,0.790806223042472,0.541935885731317,0.0666118822668891,0.69968457921021,0.587010334690868,0.1908358740045,0.808864973954292,0.378205418447582,0.611136331652682,0.980811172715622,0.527302354166108,0.965590268918779,NA,0.319138785503305,0.391579482229362,0.587737585699032,0.181716544611978,0.498555985524189,0.0085003568381814,0.0570004533500388,0.626924801946276,0.749558052467047,0.755331499803905
"HN4",0.00679293000750536,0.0125930304960939,0.00136331525272704,0.0327760380837607,0.00735502885780503,0.0107081099203516,0.005124081698753,0.0291780677812605,0.0999138724178623,0.00217245087237727,0.135449958267465,0.0260968910527031,0.0441447742190633,0.0139059688143628,0.150914722853939,0.0355340726385336,0.0329295532197529,0.0143587241271945,0.13765791634773,0.124454791188834,0.964972781580715,0.0573803025020019,0.0358059970520292,0.0629477089491481,0.0184481139041726,0.231425447625307,0.00380346095209783,0.0102451939411279,0.0153173290532818,0.319138785503305,NA,0.000564883222112345,0.0884164306343136,0.00188209431876141,0.00654349014683797,0.0157927720786675,0.107813789478443,0.310048965658918,0.051456672212407,0.954096154845122
"HN5",0.0055246841273795,0.00322232531318511,2.00681087494381e-05,0.0107808407379126,0.000179040082668891,0.000499110360584254,0.0604313169559827,0.0327888320797072,0.0219757883552045,0.000326983014522053,0.00779651234674184,0.0087350516299789,0.120447130187946,0.0343892739141434,0.078847070675109,0.00289181952724293,0.0050411809194788,0.0790576597892203,0.0278663047149368,0.0788137607716561,0.562374574634153,0.154989949939987,0.0387903903522382,0.105755546210456,0.000326983014522053,0.0101856773393396,0.0050411809194788,0.00643281273896679,0.00643281273896679,0.391579482229362,0.000564883222112345,NA,0.0266794684479263,4.10624288518235e-05,0.0892974413836753,0.0165022038392264,0.118712077524497,0.658695097634211,0.149601931917851,0.284616267486573
"HN6",0.033951975604811,0.00589582225186214,0.0104888226079631,1.8163246031877e-05,0.0190123479526099,0.0265842962040879,0.549541121562551,0.278767376082498,0.00692151161281918,0.00204051104779013,0.0501174921486511,0.116927529277807,0.934253769409975,0.414750944005351,0.00601999106349638,0.000294246687348121,0.0362471474617281,0.26540054420811,0.000850227694782157,0.261284819110098,0.620670645757324,0.466261476896589,0.0570004533500388,0.0769941045634814,0.0066543500138776,0.0133137312248117,0.042837521051331,0.00259582734930142,0.00841326423190103,0.587737585699032,0.0884164306343136,0.0266794684479263,NA,0.0193570010001849,0.126534787903474,0.0154985724662264,0.640897850156462,0.682020576357944,0.00123282100548927,0.860356361458378
"HN7",0.0110981195704958,9.67559259881234e-05,0.000914801334335191,0.00994862592259027,4.43633524405129e-06,0.000366819362021431,0.109312091500227,0.00887006070744434,0.0201763910349619,0.000973064291516668,0.0385455068120515,0.0214257216631375,0.230935647470947,0.0302549487275088,0.117672386294878,0.00073360331488459,0.00047687426616827,0.180803688907017,0.0132286641980361,0.00259137900392559,0.581774782533321,0.44106436188898,0.00348836716603995,0.14933845689743,8.80236139531032e-05,0.035586426028831,0.0106908120013989,0.00133200475422424,0.0234290508806532,0.181716544611978,0.00188209431876141,4.10624288518235e-05,0.0193570010001849,NA,0.109312091500227,0.00477395220914367,0.0277565212819717,0.565872252981278,0.0828332935142972,0.665853508190838
"HN8",0.00291017231286128,0.0585894753885676,0.0848687711339349,0.0291128808659877,0.286122902914987,0.0255651095644083,0.0385884529220193,0.222673422334491,0.0770523903726765,0.00494668966222322,0.28935525059363,0.235621003512646,0.312601676218412,0.484451661455399,0.0330339699851745,0.0591963616643501,0.0389791413269753,0.0604313169559827,0.378568669662303,0.296904115688764,0.903845769460444,0.193279539226308,0.100602631832255,0.0198991350471891,0.126280773844256,0.246088522883556,0.0137298218917847,0.080019375920275,0.011374198642691,0.498555985524189,0.00654349014683797,0.0892974413836753,0.126534787903474,0.109312091500227,NA,0.036879648297599,0.626924801946276,0.69968457921021,0.0198991350471891,0.890073873129706
"HN9",0.0999236110457016,0.0227090706649031,0.00598622757340062,0.00259375439870624,0.0173521925054074,0.0151507528072401,0.678446686329941,0.219149561180412,0.00931039379146048,0.00855646686519318,0.178338453882977,0.141425387702911,0.887466994140346,0.127892541468739,0.0108387612567569,0.00887006070744434,0.0737160101343306,0.103900435042505,0.064329278903676,0.0208058566785112,0.911940193656303,0.462923115799107,0.00949191807771488,0.284185005194231,0.0165022038392264,0.0648517513814555,0.129260894575903,0.00949191807771488,0.0247358579036252,0.0085003568381814,0.0157927720786675,0.0165022038392264,0.0154985724662264,0.00477395220914367,0.036879648297599,NA,0.133542194183607,0.964725371533399,0.0255865186351114,0.963011367674969
"HN10",0.724032148281033,0.0991847058975841,0.0650221113641141,0.323537251205332,0.0237505273435801,0.339008019960476,0.469377770966427,0.0108387612567569,0.847240143366699,0.18521040299786,0.213272352578486,0.271711019420242,0.475637567803448,0.0281165076167391,0.964344225553297,0.459846820722482,0.211425574700063,0.66300662113438,0.321524957476802,0.00890046505466646,0.206162558103832,0.517510745291775,0.0609196253413622,0.677870219138544,0.25988234341976,0.379875157684531,0.0888061972207268,0.162220597532774,0.642858284489291,0.0570004533500388,0.107813789478443,0.118712077524497,0.640897850156462,0.0277565212819717,0.626924801946276,0.133542194183607,NA,0.0554814541199582,0.831653546493236,0.502868313575816
"HN11",0.526392501667603,0.982482840704511,0.414750944005351,0.618389514029724,0.483533181858673,0.481741273102281,0.246088522883556,0.0587367857709606,0.211835142312932,0.957941629407001,0.757990442215922,0.973726480037516,0.237804502292455,0.0371059472208219,0.345275532620378,0.403844796751424,0.806282549611579,0.25988234341976,0.448512777972926,0.834586391153786,0.139269858251112,0.356691866132106,0.277012434382463,0.592755507178486,0.702220077736078,0.333128672057416,0.622136853236837,0.930002325688059,0.534557886000188,0.626924801946276,0.310048965658918,0.658695097634211,0.682020576357944,0.565872252981278,0.69968457921021,0.964725371533399,0.0554814541199582,NA,0.50839664918721,0.201275074280378
"HN12",0.0366862590479391,0.0173259907544145,0.0964144038512968,0.00108864315518664,0.150914722853939,0.0328204943989332,0.448512777972926,0.561898391224042,0.00363086899362708,0.0104824464175799,0.34522335498301,0.102007795218838,0.89060841416409,0.63487376753605,0.0235501757369547,0.0093442133694519,0.0804053539542413,0.201275074280378,0.0190123479526099,0.256160236924061,0.906557810020177,0.360348194483834,0.133217821330664,0.0870015607083219,0.0714301855037021,0.201637461105738,0.0676366586254316,0.00427167018054275,0.00749896809957273,0.749558052467047,0.051456672212407,0.149601931917851,0.00123282100548927,0.0828332935142972,0.0198991350471891,0.0255865186351114,0.831653546493236,0.50839664918721,NA,0.333647231008685
